id,name,ms_id,distance,time_minute,ton_price,created_at,updated_at,km_fact,найдено,locality,region,type,population,coords,source,sourceID,route
339,Кировское 114 км Черноморский,a65bb193-5c8e-11ea-0a80-052c001d8aa6,114,137,,2024-03-04 20:23:09,2024-03-04 20:23:09,0,да,Кировское,Черноморский,село,2086,"45.545895,33.077045",yandex,177274,104.07
340,Кировское 128 км Кировский,a65bb50a-5c8e-11ea-0a80-052c001d8aa7,128,154,,2024-03-04 20:23:09,2024-03-04 20:23:09,0,да,Кировское,Кировский,пгт,6983,"45.230038,35.200279",yandex,27753,91.85
341,Кирпичное 67 км Белогорский,a65bb793-5c8e-11ea-0a80-052c001d8aa8,67,81,,2024-03-04 20:23:10,2024-03-04 20:23:10,0,да,Кирпичное,Белогорский,село,295,"45.0249708,34.6321042",geocode,,42.68
342,Кирсановка 103 км Нижнегорский,a65bba10-5c8e-11ea-0a80-052c001d8aa9,103,124,,2024-03-04 20:23:10,2024-03-04 20:23:10,0,да,Кирсановка,Нижнегорский,село,299,"45.4911975,34.8097582",geocode,,82.04
343,Клёновка 40 км Симферопольский,a65bbc92-5c8e-11ea-0a80-052c001d8aaa,40,48,,2024-03-04 20:23:10,2024-03-04 20:23:10,0,да,Клёновка,Симферопольский,село,927,"45.1316923,34.19148",geocode,,21.62
344,Клепинино 60 км Красногвардейский,a65bbf23-5c8e-11ea-0a80-052c001d8aab,60,72,,2024-03-04 20:23:10,2024-03-04 20:23:10,0,да,Клепинино,Красногвардейский,село,1966,"45.525009,34.187084",yandex,176630,64.48
345,Климово 65 км Красногвардейский,a65bc2c2-5c8e-11ea-0a80-052c001d8aac,65,78,,2024-03-04 20:23:10,2024-03-04 20:23:10,0,да,Климово,Красногвардейский,село,638,"45.495850,34.476234",yandex,216290,67.63
346,Клиновка 39 км Симферопольский,a65bc53d-5c8e-11ea-0a80-052c001d8aad,39,47,,2024-03-04 20:23:10,2024-03-04 20:23:10,0,да,Клиновка,Симферопольский,село,116,"44.8656548,34.1523125",geocode,,10.05
347,Ключевое 118 км Кировский,a65bc807-5c8e-11ea-0a80-052c001d8aae,118,142,,2024-03-04 20:23:10,2024-03-04 20:23:10,0,да,Ключевое,Кировский,село,78,"45.0499457,35.2088077",geocode,,87.88
348,Ключевое 56 км Симферопольский,a65bcaca-5c8e-11ea-0a80-052c001d8aaf,56,68,,2024-03-04 20:23:10,2024-03-04 20:23:10,0,да,Ключевое,Симферопольский,село,255,"45.012083,33.7366971",geocode,,29.46
349,Ключи 24 км Симферопольский,a65bcd28-5c8e-11ea-0a80-052c001d8ab0,24,29,,2024-03-04 20:23:10,2024-03-04 20:23:10,0,да,Ключи,Симферопольский,село,323,"44.9574142,33.9603173",geocode,,11.06
350,Коврово 117 км Нижнегорский,a65bcff1-5c8e-11ea-0a80-052c001d8ab1,117,141,,2024-03-04 20:23:10,2024-03-04 20:23:10,0,да,Коврово,Нижнегорский,село,54,"45.6110793,34.8842479",geocode,,95.87
351,Ковыльное 97 км Джанкойский,a65bd244-5c8e-11ea-0a80-052c001d8ab2,97,117,,2024-03-04 20:23:10,2024-03-04 20:23:10,0,да,Ковыльное,Джанкойский,село,391,"45.7967326,34.2833397",geocode,,95.41
352,Ковыльное 103 км Раздольненский,a65bd4d2-5c8e-11ea-0a80-052c001d8ab3,103,124,,2024-03-04 20:23:10,2024-03-04 20:23:10,0,да,Ковыльное,Раздольненский,село,783,"45.688774,33.528793",yandex,177047,93.68
353,Коктебель 135 км Феодосия,a65bd74d-5c8e-11ea-0a80-052c001d8ab4,135,162,,2024-03-04 20:23:10,2024-03-04 20:23:10,0,да,Коктебель,Феодосия,пгт,2807,"44.9662269,35.2450542",geocode,,90.08
354,Колодезное 31 км Симферопольский,a65bdd7d-5c8e-11ea-0a80-052c001d8ab5,31,38,,2024-03-04 20:23:10,2024-03-04 20:23:10,0,да,Колодезное,Симферопольский,село,505,"45.0218134,33.8310787",geocode,,22.7
355,Колодезное 41 км Красногвардейский,a65be080-5c8e-11ea-0a80-052c001d8ab6,41,50,,2024-03-04 20:23:10,2024-03-04 20:23:10,0,да,Колодезное,Красногвардейский,село,997,"45.226112,34.336357",yandex,176631,36.02
356,Коломенское 126 км Советский,a65be2c3-5c8e-11ea-0a80-052c001d8ab7,126,152,,2024-03-04 20:23:11,2024-03-04 20:23:11,0,да,Коломенское,Советский,село,197,"45.3016483,34.9194059",dadata,,75.31
357,Колоски 104 км Джанкойский,a65be4df-5c8e-11ea-0a80-052c001d8ab8,104,125,,2024-03-04 20:23:11,2024-03-04 20:23:11,0,да,Колоски,Джанкойский,село,327,"45.87395,34.2375618",geocode,,103.48
358,Колоски 74 км Сакский,a65be817-5c8e-11ea-0a80-052c001d8ab9,74,89,,2024-03-04 20:23:11,2024-03-04 20:23:11,0,да,Колоски,Сакский,село,1116,"45.2703356,33.2956252",geocode,,72.59
359,Кольцово 79 км Сакский,a65beab5-5c8e-11ea-0a80-052c001d8aba,79,95,,2024-03-04 20:23:11,2024-03-04 20:23:11,0,да,Кольцово,Сакский,село,797,"45.326794,33.451359",yandex,177071,66.04
360,Кольчугино 47 км Симферопольский,a65bed07-5c8e-11ea-0a80-052c001d8abb,47,57,,2024-03-04 20:23:11,2024-03-04 20:23:11,0,да,Кольчугино,Симферопольский,село,3992,"44.945965,33.793697",yandex,177106,24.13
361,Комаровка 37 км Красногвардейский,a65bef64-5c8e-11ea-0a80-052c001d8abc,37,45,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Комаровка,Красногвардейский,село,660,"45.3570394,34.1584277",geocode,,45.68
362,Коммунарное 106 км Раздольненский,a65bf296-5c8e-11ea-0a80-052c001d8abd,106,128,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Коммунарное,Раздольненский,село,16,"45.7336139,33.678169",geocode,,93.34
363,Коммунары 63 км Красногвардейский,a65bf5a6-5c8e-11ea-0a80-052c001d8abe,63,76,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Коммунары,Красногвардейский,село,598,"45.4958629,34.2911868",geocode,,62.69
364,Комсомольское 19 км Симферополь,a65bf81b-5c8e-11ea-0a80-052c001d8abf,19,23,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Комсомольское,Симферополь,пгт,4447,"45.0169138,34.029068",geocode,,9.47
365,Комсомольское 89 км Джанкойский,a65bfaf5-5c8e-11ea-0a80-052c001d8ac0,89,107,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Комсомольское,Джанкойский,село,644,"45.7747185,34.3948788",geocode,,94.73
366,Кондратьево 74 км Джанкойский,a65bfd4d-5c8e-11ea-0a80-052c001d8ac1,74,89,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Кондратьево,Джанкойский,село,803,"45.631981,34.476440",yandex,176571,81.51
367,Константиновка 42 км Симферопольски,a65bffd2-5c8e-11ea-0a80-052c001d8ac2,42,51,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Константиновка,Симферопольский,село,1354,"44.853953,34.1192011",geocode,,10.59
368,Константиновка 72 км Джанкойский,a65c0247-5c8e-11ea-0a80-052c001d8ac3,72,87,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Константиновка,Джанкойский,село,373,"45.6765376,34.3689921",geocode,,83.65
369,Копани 96 км Джанкойский,a65c0523-5c8e-11ea-0a80-052c001d8ac4,96,116,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Копани,Джанкойский,село,71,"45.8492286,34.4592018",geocode,,104.02
370,Кореиз 123 км Ялта,a65c07ef-5c8e-11ea-0a80-052c001d8ac5,123,148,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Кореиз,Ялта,пгт,5629,"44.4309874,34.0789968",geocode,,57.53
371,Коренное 73 км Нижнегорский,a65c0abe-5c8e-11ea-0a80-052c001d8ac6,73,88,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Коренное,Нижнегорский,село,350,"45.4386841,34.5413675",geocode,,64.56
372,Кормовое 71 км Первомайский,a65c0d5b-5c8e-11ea-0a80-052c001d8ac7,71,86,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Кормовое,Первомайский,село,1360,"45.499836,33.611923",yandex,27652,72.28
373,Корнеевка 121 км Советский,a65c10a6-5c8e-11ea-0a80-052c001d8ac8,121,146,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Корнеевка,Советский,село,79,"45.3427155,34.8417544",geocode,,72.83
374,Королёво 167 км Ленинский,a65c1350-5c8e-11ea-0a80-052c001d8ac9,167,201,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Королёво,Ленинский,село,104,"45.2720774,35.7844065",dadata,,136.96
375,Косточковка 94 км Нижнегорский,a65c15c4-5c8e-11ea-0a80-052c001d8aca,94,113,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Косточковка,Нижнегорский,село,892,"45.316505,34.675537",yandex,176949,60.92
376,Костырино 237 км Ленинский,a65c182e-5c8e-11ea-0a80-052c001d8acb,237,285,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Костырино,Ленинский,село,45,"45.1500855,36.3728299",geocode,,179.9
377,Котельниково 44 км Красногвардейски,a65c1a84-5c8e-11ea-0a80-052c001d8acc,44,53,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Котельниково,Красногвардейский,село,1373,"45.366581,34.029926",yandex,176632,46.84
378,Котовское 138 км Раздольненский,a65c1cd1-5c8e-11ea-0a80-052c001d8acd,138,166,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Котовское,Раздольненский,село,499,"45.6975097,33.1676656",geocode,,110.7
379,Кочергино 70 км Бахчисарайский,a65c1fab-5c8e-11ea-0a80-052c001d8ace,70,84,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Кочергино,Бахчисарайский,село,439,"44.8383747,33.7456941",geocode,,30.49
380,Крайнее 34 км Сакский,a65c21a2-5c8e-11ea-0a80-052c001d8acf,34,41,,2024-03-04 20:23:12,2024-03-04 20:23:12,0,да,Крайнее,Сакский,село,875,"45.227772,33.836060",yandex,177072,37.37
381,Красная Долина 70 км Красногвардейс,a65c23a7-5c8e-11ea-0a80-052c001d8ad0,70,84,,2024-03-04 20:23:13,2024-03-04 20:23:13,0,да,Красная,Долина красногвардейский,село,59,"45.4349574,34.5115693",geocode,,62.98
382,Красная Заря 68 км Бахчисарайский,a65c2633-5c8e-11ea-0a80-052c001d8ad1,68,82,,2024-03-04 20:23:13,2024-03-04 20:23:13,0,да,Красная,Заря бахчисарайский,село,323,"44.7527344,33.7190018",geocode,,37.09
383,Красная Зорька 4 км Симферопольски,a65c282a-5c8e-11ea-0a80-052c001d8ad2,4,5,,2024-03-04 20:23:13,2024-03-04 20:23:13,0,да,Красная,Зорька симферопольский,село,2777,"45.1346244,34.0427596",geocode,,21.21
384,Красная Поляна 117 км Черноморский,a65c2a11-5c8e-11ea-0a80-052c001d8ad3,117,141,,2024-03-04 20:23:13,2024-03-04 20:23:13,0,да,Красная,Поляна черноморский,село,1048,"45.482162,32.936028",yandex,177275,108.81
385,Красная Поляна 64 км Красногвардейс,a65c2be1-5c8e-11ea-0a80-052c001d8ad4,64,77,,2024-03-04 20:23:13,2024-03-04 20:23:13,0,да,Красная,Поляна красногвардейский,село,828,"45.473499,34.127708",yandex,216323,58.44
386,Красная Слобода 78 км Белогорский,a65c2e17-5c8e-11ea-0a80-052c001d8ad5,78,94,,2024-03-04 20:23:13,2024-03-04 20:23:13,0,да,Красная,Слобода белогорский,село,138,"44.9838862,34.7431977",geocode,,50.72
387,Красноармейское 123 км Краснопереко,a65c3009-5c8e-11ea-0a80-052c001d8ad6,123,148,,2024-03-04 20:23:13,2024-03-04 20:23:13,0,да,Красноармейское,Красноперекопский,село,765,"45.993332,34.026218",yandex,176676,116.34
388,Красноармейское 88 км Раздольненски,a65c3230-5c8e-11ea-0a80-052c001d8ad7,88,106,,2024-03-04 20:23:13,2024-03-04 20:23:13,0,да,Красноармейское,Раздольненский,село,409,"45.5510079,33.5004552",geocode,,81.83
389,Красновка 135 км Кировский,a65c340a-5c8e-11ea-0a80-052c001d8ad8,135,162,,2024-03-04 20:23:13,2024-03-04 20:23:13,0,да,Красновка,Кировский,село,187,"45.2483585,35.3022646",geocode,,100.06
390,Красновка 37 км Симферопольский,a65c3671-5c8e-11ea-0a80-052c001d8ad9,37,45,,2024-03-04 20:23:13,2024-03-04 20:23:13,0,да,Красновка,Симферопольский,село,608,"44.9774624,34.2558829",geocode,,12.66
391,Красногвардейское 106 км Советский,a65c385d-5c8e-11ea-0a80-052c001d8ada,106,128,,2024-03-04 20:23:13,2024-03-04 20:23:13,0,да,Красногвардейское,Советский,село,1441,"45.181568,34.947250",yandex,132140,71.39
392,Красногвардейское 50 км Красногвард,a65c3a3e-5c8e-11ea-0a80-052c001d8adb,50,60,,2024-03-04 20:23:13,2024-03-04 20:23:13,0,да,Красногвардейское,Красногвардейский,пгт,11.134,"45.181568,34.947250",yandex,132140,71.39
393,Красногорка 167 км Ленинский,a65c3c12-5c8e-11ea-0a80-052c001d8adc,167,201,,2024-03-04 20:23:13,2024-03-04 20:23:13,0,да,Красногорка,Ленинский,село,827,"45.248932,35.804478",yandex,176910,137.86
394,Красногорское 47 км Белогорский,a65c3e2a-5c8e-11ea-0a80-052c001d8add,47,57,,2024-03-04 20:23:13,2024-03-04 20:23:13,0,да,Красногорское,Белогорский,село,211,"45.0078078,34.3482004",geocode,,20.59
395,Краснодарка 72 км Красногвардейский,a65c400e-5c8e-11ea-0a80-052c001d8ade,72,87,,2024-03-04 20:23:13,2024-03-04 20:23:13,0,да,Краснодарка,Красногвардейский,село,422,"45.6071164,34.0867428",geocode,,73.26
396,Краснодольное 61 км Джанкойский,a65c41f3-5c8e-11ea-0a80-052c001d8adf,61,74,,2024-03-04 20:23:14,2024-03-04 20:23:14,0,да,Краснодольное,Джанкойский,село,321,"45.5760018,34.3585094",geocode,,72.66
397,Красное 9 км Симферопольский,a65c43d2-5c8e-11ea-0a80-052c001d8ae0,9,11,,2024-03-04 20:23:14,2024-03-04 20:23:14,0,да,Красное,Симферопольский,село,943,"45.1093446,34.0078002",geocode,,19.33
398,Краснознаменка 33 км Красногвардейс,a65c45aa-5c8e-11ea-0a80-052c001d8ae1,33,40,,2024-03-04 20:23:14,2024-03-04 20:23:14,0,да,Краснознаменка,Красногвардейский,село,1201,"45.286503,33.996914",yandex,176633,38.47
399,Краснокаменка 136 км Феодосия,a65c4781-5c8e-11ea-0a80-052c001d8ae2,136,164,,2024-03-04 20:23:14,2024-03-04 20:23:14,0,да,Краснокаменка,Феодосия,село,1150,"44.9215091,35.0903105",geocode,,77.97
400,Краснокаменка 92 км Ялта,a65c494b-5c8e-11ea-0a80-052c001d8ae3,92,111,,2024-03-04 20:23:14,2024-03-04 20:23:14,0,да,Краснокаменка,Ялта,пгт,1074,"44.5637366,34.2890095",geocode,,45.27
401,Краснолесье 45 км Симферопольский,a65c4b34-5c8e-11ea-0a80-052c001d8ae4,45,54,,2024-03-04 20:23:14,2024-03-04 20:23:14,0,да,Краснолесье,Симферопольский,село,1061,"44.8430239,34.2285827",geocode,,15.46
402,Красноперекопск 99 км,a65c4d4f-5c8e-11ea-0a80-052c001d8ae5,99,119,,2024-03-04 20:23:14,2024-03-04 20:23:14,0,нет,Красноперекопск,,,,"45.9521978,33.7950771",geocode,,114.13
403,Красносёловка 77 км Белогорский,a65c4f25-5c8e-11ea-0a80-052c001d8ae6,77,93,,2024-03-04 20:23:14,2024-03-04 20:23:14,0,да,Красносёловка,Белогорский,село,55,"44.9282267,34.6335277",geocode,,42.02
404,Красносельское 126 км Кировский,a65c51e9-5c8e-11ea-0a80-052c001d8ae7,126,152,,2024-03-04 20:23:14,2024-03-04 20:23:14,0,да,Красносельское,Кировский,село,443,"45.182892,35.189327",yandex,27706,89.41
405,Красносельское 148 км Черноморский,a65c5a13-5c8e-11ea-0a80-052c001d8ae8,148,178,,2024-03-04 20:23:14,2024-03-04 20:23:14,0,да,Красносельское,Черноморский,село,505,"45.415051,32.675552",yandex,27707,123.13
406,Краснофлотское 125 км Советский,a65c5cc0-5c8e-11ea-0a80-052c001d8ae9,125,150,,2024-03-04 20:23:14,2024-03-04 20:23:14,0,да,Краснофлотское,Советский,село,1143,"45.316418,34.946564",yandex,177257,77.98
